Date,Time,Chan,Freq (kHz),Type,Code Space,ID,S/N,Data1,Units1,Slope1,Int1,Data2,Units2,Slope2,Int2,Signal (dB),Gain Mode,Gain (dB),Latitude,Longitude,Comment
2022-07-19,13:24:52.624,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,64,Manual,0,10.92442,-85.79503,
2022-07-19,13:24:36.265,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,66,Manual,0,10.92442,-85.79503,
2022-07-19,13:24:28.086,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,69,Manual,0,10.92443,-85.79503,
2022-07-19,13:24:03.548,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,64,Manual,0,10.92443,-85.79502,
2022-07-19,13:23:55.370,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,68,Manual,0,10.92443,-85.79501,
2022-07-19,13:23:47.191,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,61,Manual,0,10.92445,-85.79501,
2022-07-19,13:23:22.653,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,65,Manual,0,10.92448,-85.79498,
2022-07-19,13:23:14.475,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,61,Manual,0,10.92447,-85.79498,
2022-07-19,13:23:06.298,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,58,Manual,0,10.92446,-85.79498,
2022-07-19,13:22:58.119,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,62,Manual,0,10.92446,-85.79498,
2022-07-19,13:22:41.758,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,62,Manual,0,10.92445,-85.79498,
2022-07-19,13:22:33.579,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,64,Manual,0,10.92446,-85.79498,
2022-07-19,13:22:17.221,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,66,Manual,0,10.92446,-85.79498,
2022-07-19,13:21:36.326,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,65,Manual,0,10.92448,-85.79497,
2022-07-19,13:21:19.969,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,63,Manual,0,10.92448,-85.79494,
2022-07-19,13:20:55.432,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,67,Manual,0,10.92449,-85.79494,
2022-07-19,13:20:47.254,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,63,Manual,0,10.92449,-85.79494,
2022-07-19,13:20:39.075,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,70,Manual,0,10.92449,-85.79494,
2022-07-19,13:20:30.898,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,69,Manual,0,10.92449,-85.79494,
2022-07-19,13:20:14.537,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,65,Manual,0,10.92448,-85.79492,
2022-07-19,13:20:06.359,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,64,Manual,0,10.92449,-85.79491,
2022-07-19,13:13:58.179,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,66,Manual,0,10.92448,-85.79492,
2022-07-19,13:19:41.820,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,69,Manual,0,10.92447,-85.79495,
2022-07-19,13:19:33.642,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,65,Manual,0,10.92447,-85.79495,
2022-07-19,13:19:25.462,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,65,Manual,0,10.92446,-85.79497,
2022-07-19,13:19:17.286,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,65,Manual,0,10.92444,-85.79494,
2022-07-19,13:19:09.105,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,66,Manual,0,10.92444,-85.79494,
2022-07-19,13:18:52.747,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,69,Manual,0,10.92444,-85.79494,
2022-07-19,13:18:44.567,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,71,Manual,0,10.92445,-85.79494,
2022-07-19,13:18:36.389,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,59,Manual,0,10.92445,-85.79494,
2022-07-19,13:18:28.210,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,61,Manual,0,10.92444,-85.79494,
2022-07-19,13:18:20.031,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,65,Manual,0,10.92443,-85.79497,
2022-07-19,13:18:03.672,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,66,Manual,0,10.92442,-85.79498,
2022-07-19,13:17:39.134,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,63,Manual,0,10.92443,-85.79497,
2022-07-19,13:17:30.956,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,67,Manual,0,10.92443,-85.79497,
2022-07-19,13:17:22.777,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,65,Manual,0,10.92443,-85.79497,
2022-07-19,13:17:14.598,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,66,Manual,0,10.92443,-85.79497,
2022-07-19,13:16:50.059,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,64,Manual,0,10.92443,-85.79494,
2022-07-19,13:16:41.882,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,66,Manual,0,10.92443,-85.79494,
2022-07-19,13:16:33.704,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,66,Manual,0,10.92444,-85.79492,
2022-07-19,13:16:25.524,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,63,Manual,0,10.92444,-85.79492,
2022-07-19,13:16:17.345,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,62,Manual,0,10.92443,-85.79494,
2022-07-19,13:16:09.167,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,64,Manual,0,10.92442,-85.79495,
2022-07-19,13:16:00.986,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,69,Manual,0,10.92442,-85.79495,
2022-07-19,13:15:52.808,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,66,Manual,0,10.92442,-85.79494,
2022-07-19,13:15:36.450,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,68,Manual,0,10.92442,-85.79494,
2022-07-19,13:15:28.270,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,62,Manual,0,10.92443,-85.79494,
2022-07-19,13:15:11.913,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,72,Manual,0,10.92444,-85.79495,
2022-07-19,13:15:03.734,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,68,Manual,0,10.92445,-85.79494,
2022-07-19,13:14:47.376,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,68,Manual,0,10.92445,-85.79494,
2022-07-19,13:14:39.197,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,60,Manual,0,10.92445,-85.79494,
2022-07-19,13:14:31.018,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,64,Manual,0,10.92445,-85.79494,
2022-07-19,13:14:14.660,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,63,Manual,0,10.92443,-85.79498,
2022-07-19,13:14:06.480,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,64,Manual,0,10.92441,-85.79498,
2022-07-19,13:13:58.302,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,65,Manual,0,10.92440,-85.79498,
2022-07-19,13:13:50.123,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,63,Manual,0,10.92440,-85.79499,
2022-07-19,13:13:41.945,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,63,Manual,0,10.92440,-85.79499,
2022-07-19,13:13:33.765,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,61,Manual,0,10.92440,-85.79499,
2022-07-19,13:13:25.586,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,59,Manual,0,10.92440,-85.79499,
2022-07-19,13:13:17.406,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,61,Manual,0,10.92440,-85.79498,
2022-07-19,13:13:09.227,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,67,Manual,0,10.92441,-85.79498,
2022-07-19,13:12:52.870,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,70,Manual,0,10.92440,-85.79498,
2022-07-19,13:12:36.512,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,59,Manual,12,10.92441,-85.79498,
2022-07-19,13:12:28.333,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,63,Manual,12,,,
2022-07-19,13:12:20.154,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,69,Manual,12,,,
2022-07-19,13:12:11.975,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,65,Manual,12,,,
