datetime,latitude,longitude
2022-07-21 15:34:50+00:00,10.925677679479122,-85.79522875137627
2022-07-21 15:34:51+00:00,10.925687151029706,-85.79522900283337
2022-07-21 15:34:54+00:00,10.925694610923529,-85.79522313550115
2022-07-21 15:35:00+00:00,10.925696035847068,-85.7952462695539
2022-07-21 15:35:15+00:00,10.925743728876114,-85.7952758576721
2022-07-21 15:44:38+00:00,10.92571372166276,-85.79516806639731
2022-07-21 15:44:50+00:00,10.925637194886804,-85.79532430507243
2022-07-21 15:44:57+00:00,10.925597297027707,-85.79539253376424
2022-07-21 15:45:06+00:00,10.925588579848409,-85.79534676857293
2022-07-21 15:45:17+00:00,10.925580617040396,-85.79531324096024
2022-07-21 15:45:28+00:00,10.925560584291816,-85.79528700560331
2022-07-21 15:45:38+00:00,10.925526386126876,-85.79524953849614
2022-07-21 15:45:47+00:00,10.92549478635192,-85.7952272426337
2022-07-21 15:45:56+00:00,10.925471317023039,-85.79519706778228
2022-07-21 15:46:04+00:00,10.925458492711186,-85.79517167061567
2022-07-21 15:46:18+00:00,10.925405016168952,-85.79512883909047
2022-07-21 15:46:28+00:00,10.925374757498503,-85.79510369338095
2022-07-21 15:46:36+00:00,10.925364699214697,-85.79508324153721
2022-07-21 15:46:52+00:00,10.925319353118539,-85.79502917826176
2022-07-21 15:47:03+00:00,10.9252954646945,-85.794987520203
2022-07-21 15:47:15+00:00,10.925277527421713,-85.79494376666844
2022-07-21 15:47:25+00:00,10.925259171053767,-85.79492348246276
2022-07-21 15:47:32+00:00,10.92524173669517,-85.79489842057228
2022-07-21 15:47:38+00:00,10.925236623734236,-85.7948752027005
2022-07-21 15:47:46+00:00,10.92522413469851,-85.794842178002
2022-07-21 15:47:53+00:00,10.92522312887013,-85.79483044333756
2022-07-21 15:48:08+00:00,10.925226397812366,-85.79482943750918
2022-07-21 15:48:35+00:00,10.925278197973967,-85.79493261873722
2022-07-21 15:48:44+00:00,10.925316838547587,-85.79500009305775
2022-07-21 15:48:51+00:00,10.925330836325884,-85.79504208639264
2022-07-21 15:48:59+00:00,10.9253507014364,-85.79508676193655
2022-07-21 15:49:07+00:00,10.925367046147585,-85.79513688571751
2022-07-21 15:49:17+00:00,10.925380373373628,-85.79515591263771
2022-07-21 15:49:31+00:00,10.925397053360939,-85.79520519822836
2022-07-21 15:49:37+00:00,10.9253956284374,-85.79523495398462
2022-07-21 15:49:46+00:00,10.925418678671122,-85.79526395536959
2022-07-21 15:49:59+00:00,10.925462264567614,-85.79531701281667
2022-07-21 15:50:04+00:00,10.925472490489483,-85.79533159732819
2022-07-21 15:50:11+00:00,10.925494451075792,-85.79535841941833
2022-07-21 15:50:19+00:00,10.925509706139565,-85.79538842663169
2022-07-21 15:50:24+00:00,10.925527727231383,-85.79538725316525
2022-07-21 15:50:32+00:00,10.92554952017963,-85.79542505554855
2022-07-21 15:50:40+00:00,10.925582377240062,-85.7954465970397
2022-07-21 15:50:51+00:00,10.92561062425375,-85.79548196867108
2022-07-21 15:51:03+00:00,10.92562722042203,-85.79552044160664
2022-07-21 15:51:11+00:00,10.925629986450076,-85.79552899114788
2022-07-21 15:54:49+00:00,10.925882449373603,-85.79552127979696
2022-07-21 15:54:50+00:00,10.925893932580948,-85.79554198309779
2022-07-21 15:54:57+00:00,10.925949336960912,-85.79565203748643
2022-07-21 16:05:25+00:00,10.92530133202672,-85.79809695482254
2022-07-21 16:05:26+00:00,10.925298063084483,-85.79809385351837
2022-07-21 16:05:41+00:00,10.925281886011362,-85.79805848188698
2022-07-21 16:05:53+00:00,10.925302002578974,-85.7980283908546
2022-07-21 16:06:00+00:00,10.92530862428248,-85.79801539890468
2022-07-21 16:06:09+00:00,10.925297560170293,-85.79800282604992
2022-07-21 16:06:25+00:00,10.925239557400346,-85.79802302643657
2022-07-21 16:06:43+00:00,10.92523536644876,-85.79808144830167
2022-07-21 16:07:06+00:00,10.925259841606021,-85.79815554432571
2022-07-21 16:07:28+00:00,10.925293955951929,-85.79821522347629
2022-07-21 16:07:39+00:00,10.925320526584983,-85.79824824817479
2022-07-21 16:07:51+00:00,10.925343912094831,-85.79828605055809
2022-07-21 16:08:10+00:00,10.925376433879137,-85.79833441413939
2022-07-21 16:08:22+00:00,10.925381211563945,-85.79836341552436
2022-07-21 16:20:59+00:00,10.925148949027061,-85.79827356152236
2022-07-21 16:23:36+00:00,10.925248023122549,-85.7984274532646
2022-07-21 16:26:15+00:00,10.92533553019166,-85.79858863726258
2022-07-21 16:29:17+00:00,10.925368973985314,-85.7987866178155
2022-07-21 16:32:37+00:00,10.925511047244072,-85.7989108376205
2022-07-21 16:44:42+00:00,10.925804749131203,-85.79893263056874
2022-07-21 16:48:49+00:00,10.926065258681774,-85.7989766355604
2022-07-21 16:52:41+00:00,10.92631378211081,-85.79898619093001
