TRANSMITTER,DETECTEDID,datetime,X,Y,D,latitude,longitude,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX,day,minutes,min_mod,Temp_C,DateTimeUTC,DateTimePT,month_name,hour,TOD,Night_Day,geometry
2020-21,A69-9006-7849,2020-06-14 15:01:00,4949.74,5471.76,1.668,34.403342,-119.549755,11,2.6,,,1.6675,,In_D In_E Off_C Off_D Off_E OS2,In_D In_E Off_C Off_D Off_E OS2,166,64261.0,901,18.11981583,6/14/2020 15:01,6/14/2020 8:01,June,8,morning,day,POINT (-119.549755 34.403342)
2020-21,A69-9006-7849,2020-06-14 15:27:00,5018.77,5370.66,1.668,34.40243,-119.549004,2,4.3,,,1.6675,,In_D In_E Off_D OS2,In_D In_E Off_D OS2,166,64287.0,927,18.24461937,6/14/2020 15:27,6/14/2020 8:27,June,8,morning,day,POINT (-119.549004 34.40243)
2020-21,A69-9006-7849,2020-06-14 15:40:00,5040.42,5329.53,1.668,34.40206,-119.548768,3,2.7,,,1.6675,,In_D In_E Off_E OS2,In_D In_E Off_E OS2,166,64300.0,940,18.29813766,6/14/2020 15:40,6/14/2020 8:40,June,8,morning,day,POINT (-119.548768 34.40206)
2020-21,A69-9006-7849,2020-06-14 15:47:00,5024.09,5306.53,1.668,34.401852,-119.548946,1,2.9,,,1.6675,,In_D In_E Off_E,In_D In_E Off_E,166,64307.0,947,18.31715965,6/14/2020 15:47,6/14/2020 8:47,June,8,morning,day,POINT (-119.548946 34.401852)
2020-21,A69-9006-7849,2020-06-14 15:50:00,5028.45,5307.7,1.668,34.401863,-119.548899,3,2.7,,,1.6675,,In_D In_E Off_E OS2,In_D In_E Off_E OS2,166,64310.0,950,18.32528877,6/14/2020 15:50,6/14/2020 8:50,June,8,morning,day,POINT (-119.548899 34.401863)
2020-21,A69-9006-7849,2020-06-14 15:21:00,4995.93,5408.19,1.819,34.402769,-119.549252,2,3.0,,,1.8191,,In_D In_E Off_E OS2,In_D In_E Off_E OS2,166,64281.0,921,18.09190178,6/14/2020 15:21,6/14/2020 8:21,June,8,morning,day,POINT (-119.549252 34.402769)
2020-21,A69-9006-7849,2020-06-14 15:42:00,5013.44,5332.85,1.819,34.40209,-119.549062,3,2.7,,,1.8191,,In_D In_E Off_E OS2,In_D In_E Off_E OS2,166,64302.0,942,18.17238426,6/14/2020 15:42,6/14/2020 8:42,June,8,morning,day,POINT (-119.549062 34.40209)
2020-21,A69-9006-7849,2020-06-14 15:49:00,5021.64,5297.39,1.819,34.40177,-119.548973,7,2.6,,,1.8191,,In_D In_E Off_E OS2 PB,In_D In_E Off_E OS2 PB,166,64309.0,949,18.19437218,6/14/2020 15:49,6/14/2020 8:49,June,8,morning,day,POINT (-119.548973 34.40177)
2020-21,A69-9006-7849,2020-06-14 15:56:00,5046.05,5287.32,1.819,34.401679,-119.548707,3,2.7,,,1.8191,,In_D In_E Off_E OS2,In_D In_E Off_E OS2,166,64316.0,956,18.21207047,6/14/2020 15:56,6/14/2020 8:56,June,8,morning,day,POINT (-119.548707 34.401679)
2020-21,A69-9006-7849,2020-06-14 15:07:00,4972.06,5447.56,1.971,34.403124,-119.549512,1,3.6,,,1.9707,,In_D In_E Off_E OS2,In_E Off_E OS2,166,64267.0,907,17.90480614,6/14/2020 15:07,6/14/2020 8:07,June,8,morning,day,POINT (-119.549512 34.403124)
2020-21,A69-9006-7849,2020-06-14 15:36:00,5029.97,5348.44,1.971,34.40223,-119.548882,2,4.4,,,1.9707,,In_D In_E Off_D OS2,In_D In_E Off_D OS2,166,64296.0,936,18.03685188,6/14/2020 15:36,6/14/2020 8:36,June,8,morning,day,POINT (-119.548882 34.40223)
2020-21,A69-9006-7849,2020-06-14 15:51:00,5028.25,5296.77,1.971,34.401764,-119.548901,8,2.6,,,1.9707,,In_D In_E Off_E Off_F OS2,In_D In_E Off_E Off_F OS2,166,64311.0,951,18.0799942,6/14/2020 15:51,6/14/2020 8:51,June,8,morning,day,POINT (-119.548901 34.401764)
2020-21,A69-9006-7849,2020-06-14 15:13:00,4977.57,5446.12,2.122,34.403111,-119.549452,1,3.6,,,2.1223,,In_D In_E Off_E OS2,In_E Off_E OS2,166,64273.0,913,17.83527756,6/14/2020 15:13,6/14/2020 8:13,June,8,morning,day,POINT (-119.549452 34.403111)
2020-21,A69-9006-7849,2020-06-14 15:03:00,4945.11,5462.02,2.274,34.403254,-119.549805,4,2.8,,,2.2739,,In_D Off_D Off_E OS2,In_D Off_D Off_E OS2,166,64263.0,903,17.70143318,6/14/2020 15:03,6/14/2020 8:03,June,8,morning,day,POINT (-119.549805 34.403254)
2020-21,A69-9006-7849,2020-06-14 15:12:00,4969.0,5446.99,2.274,34.403118,-119.549545,3,3.4,,,2.2739,,In_D Off_D Off_E OS2,In_D Off_D Off_E OS2,166,64272.0,912,17.73951149,6/14/2020 15:12,6/14/2020 8:12,June,8,morning,day,POINT (-119.549545 34.403118)
2020-21,A69-9006-7849,2020-06-14 15:22:00,5018.11,5389.71,2.274,34.402602,-119.549011,2,2.9,,,2.2739,,In_D In_E Off_E OS2,In_D In_E Off_E OS2,166,64282.0,922,17.78207779,6/14/2020 15:22,6/14/2020 8:22,June,8,morning,day,POINT (-119.549011 34.402602)
2020-21,A69-9006-7849,2020-06-14 15:20:00,5013.7,5395.7,2.426,34.402656,-119.549059,2,2.9,,,2.4255,,In_D In_E Off_E OS2,In_D In_E Off_E OS2,166,64280.0,920,17.67916679,6/14/2020 15:20,6/14/2020 8:20,June,8,morning,day,POINT (-119.549059 34.402656)
2020-21,A69-9006-7849,2020-06-14 15:41:00,5010.34,5318.21,2.426,34.401958,-119.549096,1,4.5,,,2.4255,,In_D Off_E OS2,In_D Off_E OS2,166,64301.0,941,17.74877167,6/14/2020 15:41,6/14/2020 8:41,June,8,morning,day,POINT (-119.549096 34.401958)
2020-21,A69-9006-7849,2020-06-14 15:02:00,4953.38,5477.92,2.729,34.403397,-119.549715,4,2.8,,,2.7287,,In_D Off_D Off_E OS2,In_D Off_D Off_E OS2,166,64262.0,902,17.40909004,6/14/2020 15:02,6/14/2020 8:02,June,8,morning,day,POINT (-119.549715 34.403397)
2020-21,A69-9006-7849,2020-06-14 15:10:00,4958.34,5455.48,3.032,34.403195,-119.549661,3,3.3,,,3.0319,,In_D Off_D Off_E OS2,In_D Off_D Off_E OS2,166,64270.0,910,17.24622154,6/14/2020 15:10,6/14/2020 8:10,June,8,morning,day,POINT (-119.549661 34.403195)
2020-21,A69-9006-7849,2020-06-14 16:08:00,5012.94,5247.28,0.91,34.401318,-119.549067,4,2.7,,,0.9095,,In_D In_E Off_D Off_E,In_D In_E Off_D Off_E,166,64328.0,968,19.1114769,6/14/2020 16:08,6/14/2020 9:08,June,9,morning,day,POINT (-119.549067 34.401318)
2020-21,A69-9006-7849,2020-06-14 16:12:00,5028.13,5249.0,0.91,34.401334,-119.548902,1,3.2,,,0.9095,,In_D In_E PB,In_D In_E PB,166,64332.0,972,19.11221886,6/14/2020 16:12,6/14/2020 9:12,June,9,morning,day,POINT (-119.548902 34.401334)
2020-21,A69-9006-7849,2020-06-14 16:28:00,5007.53,5290.92,1.213,34.401712,-119.549126,1,2.9,,,1.2127,,In_D In_E Off_E,In_D In_E Off_E,166,64348.0,988,18.77487183,6/14/2020 16:28,6/14/2020 9:28,June,9,morning,day,POINT (-119.549126 34.401712)
2020-21,A69-9006-7849,2020-06-14 16:30:00,5004.75,5286.09,1.213,34.401668,-119.549156,1,2.9,,,1.2127,,In_D In_E Off_E,In_D In_E Off_E,166,64350.0,990,18.77510643,6/14/2020 16:30,6/14/2020 9:30,June,9,morning,day,POINT (-119.549156 34.401668)
2020-21,A69-9006-7849,2020-06-14 16:36:00,5007.55,5282.88,1.213,34.401639,-119.549126,8,2.6,,,1.2127,,In_D In_E Off_D Off_E OS2,In_D In_E Off_D Off_E OS2,166,64356.0,996,18.77256012,6/14/2020 16:36,6/14/2020 9:36,June,9,morning,day,POINT (-119.549126 34.401639)
2020-21,A69-9006-7849,2020-06-14 16:37:00,5010.01,5280.22,1.213,34.401615,-119.549099,15,2.5,,,1.2127,,In_D In_E Off_D Off_E OS2 PB,In_D In_E Off_D Off_E OS2 PB,166,64357.0,997,18.77214432,6/14/2020 16:37,6/14/2020 9:37,June,9,morning,day,POINT (-119.549099 34.401615)
2020-21,A69-9006-7849,2020-06-14 16:01:00,5041.01,5277.75,1.364,34.401593,-119.548762,1,4.9,,,1.3643,,In_D Off_E PB,In_D Off_E PB,166,64321.0,961,18.63288116,6/14/2020 16:01,6/14/2020 9:01,June,9,morning,day,POINT (-119.548762 34.401593)
2020-21,A69-9006-7849,2020-06-14 16:04:00,5025.24,5260.26,1.364,34.401435,-119.548934,1,2.9,,,1.3643,,In_D In_E Off_E,In_D In_E Off_E,166,64324.0,964,18.64326096,6/14/2020 16:04,6/14/2020 9:04,June,9,morning,day,POINT (-119.548934 34.401435)
2020-21,A69-9006-7849,2020-06-14 16:24:00,5015.81,5296.48,1.364,34.401762,-119.549036,1,2.9,,,1.3643,,In_D In_E Off_E,In_D In_E Off_E,166,64344.0,984,18.69542122,6/14/2020 16:24,6/14/2020 9:24,June,9,morning,day,POINT (-119.549036 34.401762)
2020-21,A69-9006-7849,2020-06-14 16:33:00,4998.56,5280.94,1.364,34.401622,-119.549224,15,2.5,,,1.3643,,In_D In_E Off_E Off_F OS2 PB,In_D In_E Off_E Off_F OS2 PB,166,64353.0,993,18.68714333,6/14/2020 16:33,6/14/2020 9:33,June,9,morning,day,POINT (-119.549224 34.401622)
2020-21,A69-9006-7849,2020-06-14 16:35:00,5012.91,5277.53,1.364,34.401591,-119.549068,3,2.7,,,1.3643,,In_D In_E Off_E OS2,In_D In_E Off_E OS2,166,64355.0,995,18.68447304,6/14/2020 16:35,6/14/2020 9:35,June,9,morning,day,POINT (-119.549068 34.401591)
2020-21,A69-9006-7849,2020-06-14 16:42:00,5010.99,5261.0,1.364,34.401442,-119.549088,4,2.7,,,1.3643,,In_D In_E Off_E PB,In_D In_E Off_E PB,166,64362.0,1002,18.67356873,6/14/2020 16:42,6/14/2020 9:42,June,9,morning,day,POINT (-119.549088 34.401442)
2020-21,A69-9006-7849,2020-06-14 16:06:00,5016.25,5250.47,1.516,34.401347,-119.549031,1,5.5,,,1.5159,,In_D Off_E OS2,In_D Off_E OS2,166,64326.0,966,18.50625801,6/14/2020 16:06,6/14/2020 9:06,June,9,morning,day,POINT (-119.549031 34.401347)
2020-21,A69-9006-7849,2020-06-14 16:14:00,5032.62,5238.79,1.516,34.401242,-119.548853,1,4.4,,,1.5159,,In_D Off_E PB,In_D Off_E PB,166,64334.0,974,18.52492714,6/14/2020 16:14,6/14/2020 9:14,June,9,morning,day,POINT (-119.548853 34.401242)
2020-21,A69-9006-7849,2020-06-14 16:22:00,5017.57,5281.59,1.516,34.401627,-119.549017,4,2.7,,,1.5159,,In_D In_E Off_E PB,In_D In_E Off_E PB,166,64342.0,982,18.54339409,6/14/2020 16:22,6/14/2020 9:22,June,9,morning,day,POINT (-119.549017 34.401627)
2020-21,A69-9006-7849,2020-06-14 16:26:00,5027.58,5292.33,1.516,34.401724,-119.548908,7,2.5,,,1.5159,,In_D In_E Off_E OS2 PB,In_D In_E Off_E OS2 PB,166,64346.0,986,18.55267715,6/14/2020 16:26,6/14/2020 9:26,June,9,morning,day,POINT (-119.548908 34.401724)
2020-21,A69-9006-7849,2020-06-14 16:27:00,5012.11,5285.46,1.516,34.401662,-119.549076,1,2.9,,,1.5159,,In_D In_E Off_E,In_D In_E Off_E,166,64347.0,987,18.55500984,6/14/2020 16:27,6/14/2020 9:27,June,9,morning,day,POINT (-119.549076 34.401662)
2020-21,A69-9006-7849,2020-06-14 16:31:00,5017.84,5279.58,1.516,34.401609,-119.549014,1,3.7,,,1.5159,,In_E Off_F OS2,In_E Off_F OS2,166,64351.0,991,18.55583191,6/14/2020 16:31,6/14/2020 9:31,June,9,morning,day,POINT (-119.549014 34.401609)
2020-21,A69-9006-7849,2020-06-14 16:39:00,5008.53,5264.92,1.516,34.401477,-119.549115,4,2.7,,,1.5159,,In_D In_E Off_E PB,In_D In_E Off_E PB,166,64359.0,999,18.54739952,6/14/2020 16:39,6/14/2020 9:39,June,9,morning,day,POINT (-119.549115 34.401477)
2020-21,A69-9006-7849,2020-06-14 16:40:00,5013.24,5270.97,1.516,34.401532,-119.549064,15,2.5,,,1.5159,,In_D In_E Off_D Off_E Off_F OS2 PB,In_D In_E Off_D Off_E Off_F OS2,166,64360.0,1000,18.54632759,6/14/2020 16:40,6/14/2020 9:40,June,9,morning,day,POINT (-119.549064 34.401532)
2020-21,A69-9006-7849,2020-06-14 16:00:00,5051.21,5270.79,1.668,34.40153,-119.548651,3,3.3,,,1.6675,,In_D Off_E Off_F OS2,In_D Off_E Off_F OS2,166,64320.0,960,18.35149956,6/14/2020 16:00,6/14/2020 9:00,June,9,morning,day,POINT (-119.548651 34.40153)
2020-21,A69-9006-7849,2020-06-14 16:02:00,5030.35,5252.37,1.668,34.401364,-119.548878,10,2.6,,,1.6675,,In_D In_E Off_E Off_F PB,In_D In_E Off_E Off_F PB,166,64322.0,962,18.35620499,6/14/2020 16:02,6/14/2020 9:02,June,9,morning,day,POINT (-119.548878 34.401364)
2020-21,A69-9006-7849,2020-06-14 16:15:00,5016.27,5214.21,1.668,34.40102,-119.549031,7,2.9,,,1.6675,,In_D Off_E Off_F OS2 PB,In_D Off_E Off_F OS2 PB,166,64335.0,975,18.37724876,6/14/2020 16:15,6/14/2020 9:15,June,9,morning,day,POINT (-119.549031 34.40102)
2020-21,A69-9006-7849,2020-06-14 16:19:00,4984.7,5285.74,1.668,34.401665,-119.549374,1,3.0,,,1.6675,,In_D In_E Off_E,In_D In_E Off_E,166,64339.0,979,18.38271904,6/14/2020 16:19,6/14/2020 9:19,June,9,morning,day,POINT (-119.549374 34.401665)
2020-21,A69-9006-7849,2020-06-14 16:25:00,5024.3,5286.09,1.668,34.401668,-119.548944,3,2.7,,,1.6675,,In_D In_E Off_E OS2,In_D In_E Off_E OS2,166,64345.0,985,18.3914299,6/14/2020 16:25,6/14/2020 9:25,June,9,morning,day,POINT (-119.548944 34.401668)
2020-21,A69-9006-7849,2020-06-14 16:29:00,5024.35,5285.45,1.668,34.401662,-119.548943,8,2.6,,,1.6675,,In_D In_E Off_D Off_E OS2,In_D In_E Off_D Off_E OS2,166,64349.0,989,18.39720726,6/14/2020 16:29,6/14/2020 9:29,June,9,morning,day,POINT (-119.548943 34.401662)
2020-21,A69-9006-7849,2020-06-14 16:47:00,5020.71,5255.31,1.668,34.401391,-119.548983,15,2.4,,,1.6675,,In_D In_E Off_E Off_F OS2 PB,In_D In_E Off_E Off_F OS2 PB,166,64367.0,1007,18.40054893,6/14/2020 16:47,6/14/2020 9:47,June,9,morning,day,POINT (-119.548983 34.401391)
2020-21,A69-9006-7849,2020-06-14 16:10:00,5037.78,5239.75,1.819,34.40125,-119.548797,1,2.9,,,1.8191,,In_D In_E Off_E,In_D In_E Off_E,166,64330.0,970,18.23689842,6/14/2020 16:10,6/14/2020 9:10,June,9,morning,day,POINT (-119.548797 34.40125)
2020-21,A69-9006-7849,2020-06-14 16:21:00,5021.73,5301.86,1.819,34.40181,-119.548972,1,5.0,,,1.8191,,In_D Off_E PB,In_D Off_E PB,166,64341.0,981,18.25260735,6/14/2020 16:21,6/14/2020 9:21,June,9,morning,day,POINT (-119.548972 34.40181)
2020-21,A69-9006-7849,2020-06-14 16:23:00,5027.8,5295.44,1.819,34.401752,-119.548906,4,2.7,,,1.8191,,In_D In_E Off_E PB,In_D In_E Off_E PB,166,64343.0,983,18.25536156,6/14/2020 16:23,6/14/2020 9:23,June,9,morning,day,POINT (-119.548906 34.401752)
2020-21,A69-9006-7849,2020-06-14 16:41:00,5025.55,5256.59,1.819,34.401402,-119.54893,7,2.5,,,1.8191,,In_D In_E Off_E Off_F OS2,In_D In_E Off_E Off_F OS2,166,64361.0,1001,18.28003693,6/14/2020 16:41,6/14/2020 9:41,June,9,morning,day,POINT (-119.54893 34.401402)
2020-21,A69-9006-7849,2020-06-14 16:44:00,5021.0,5256.14,1.819,34.401398,-119.54898,1,5.3,,,1.8191,,In_D Off_D Off_E,In_D Off_D Off_E,166,64364.0,1004,18.2827282,6/14/2020 16:44,6/14/2020 9:44,June,9,morning,day,POINT (-119.54898 34.401398)
2020-21,A69-9006-7849,2020-06-14 16:49:00,5027.58,5248.28,1.819,34.401327,-119.548908,1,2.8,,,1.8191,,In_D In_E Off_E,In_D In_E Off_E,166,64369.0,1009,18.28199005,6/14/2020 16:49,6/14/2020 9:49,June,9,morning,day,POINT (-119.548908 34.401327)
2020-21,A69-9006-7849,2020-06-14 16:15:00,5019.45,5230.09,1.971,34.401163,-119.548997,1,3.7,,,1.9707,,In_D In_E Off_F,In_D In_E Off_F,166,64335.0,975,18.13796616,6/14/2020 16:15,6/14/2020 9:15,June,9,morning,day,POINT (-119.548997 34.401163)
2020-21,A69-9006-7849,2020-06-14 16:18:00,4976.12,5258.55,1.971,34.40142,-119.549468,1,4.3,,,1.9707,,In_D Off_E PB,In_D Off_E PB,166,64338.0,978,18.14503098,6/14/2020 16:18,6/14/2020 9:18,June,9,morning,day,POINT (-119.549468 34.40142)
2020-21,A69-9006-7849,2020-06-14 16:20:00,4979.87,5310.01,1.971,34.401884,-119.549427,8,2.6,,,1.9707,,In_D In_E Off_D Off_E OS2,In_D In_E Off_D Off_E OS2,166,64340.0,980,18.14969444,6/14/2020 16:20,6/14/2020 9:20,June,9,morning,day,POINT (-119.549427 34.401884)
2020-21,A69-9006-7849,2020-06-14 16:27:00,5026.5,5290.98,1.971,34.401712,-119.54892,3,2.7,,,1.9707,,In_D In_E Off_E OS2,In_D In_E Off_E OS2,166,64347.0,987,18.16335869,6/14/2020 16:27,6/14/2020 9:27,June,9,morning,day,POINT (-119.54892 34.401712)
2020-21,A69-9006-7849,2020-06-14 16:51:00,5014.68,5236.52,1.971,34.401221,-119.549048,1,2.9,,,1.9707,,In_D In_E Off_E,In_D In_E Off_E,166,64371.0,1011,18.19396973,6/14/2020 16:51,6/14/2020 9:51,June,9,morning,day,POINT (-119.549048 34.401221)
2020-21,A69-9006-7849,2020-06-14 16:38:00,5024.46,5269.55,2.122,34.401519,-119.548942,1,2.9,,,2.1223,,In_D In_E Off_E,In_D In_E Off_E,166,64358.0,998,18.07596016,6/14/2020 16:38,6/14/2020 9:38,June,9,morning,day,POINT (-119.548942 34.401519)
2020-21,A69-9006-7849,2020-06-14 16:45:00,5014.53,5247.79,2.122,34.401323,-119.54905,10,2.6,,,2.1223,,In_D In_E Off_E Off_F PB,In_D In_E Off_E Off_F PB,166,64365.0,1005,18.09243393,6/14/2020 16:45,6/14/2020 9:45,June,9,morning,day,POINT (-119.54905 34.401323)
2020-21,A69-9006-7849,2020-06-14 16:54:00,5024.83,5241.2,2.122,34.401263,-119.548938,4,2.9,,,2.1223,,In_D In_E Off_F PB,In_D In_E Off_F PB,166,64374.0,1014,18.10680962,6/14/2020 16:54,6/14/2020 9:54,June,9,morning,day,POINT (-119.548938 34.401263)
2020-21,A69-9006-7849,2020-06-14 16:43:00,5015.9,5260.89,2.426,34.401441,-119.549035,7,2.5,,,2.4255,,In_D In_E Off_E OS2 PB,In_D In_E Off_E OS2 PB,166,64363.0,1003,17.86361122,6/14/2020 16:43,6/14/2020 9:43,June,9,morning,day,POINT (-119.549035 34.401441)
2020-21,A69-9006-7849,2020-06-14 16:50:00,5030.53,5237.56,2.426,34.401231,-119.548876,4,2.7,,,2.4255,,In_D In_E Off_D Off_E,In_D In_E Off_D Off_E,166,64370.0,1010,17.88426018,6/14/2020 16:50,6/14/2020 9:50,June,9,morning,day,POINT (-119.548876 34.401231)
2020-21,A69-9006-7849,2020-06-14 16:53:00,5014.37,5238.15,3.032,34.401236,-119.549052,4,2.7,,,3.0319,,In_D In_E Off_E PB,In_D In_E Off_E PB,166,64373.0,1013,17.45617485,6/14/2020 16:53,6/14/2020 9:53,June,9,morning,day,POINT (-119.549052 34.401236)
2020-21,A69-9006-7849,2020-06-14 17:24:00,4995.36,5227.65,0.303,34.401141,-119.549258,15,2.5,,,0.3031,,In_D In_E Off_D Off_E Off_F OS2 PB,In_D In_E Off_D Off_E Off_F OS2,166,64404.0,1044,19.88466835,6/14/2020 17:24,6/14/2020 10:24,June,10,morning,day,POINT (-119.549258 34.401141)
2020-21,A69-9006-7849,2020-06-14 17:04:00,4997.15,5243.65,1.061,34.401285,-119.549239,3,2.7,,,1.0611,,In_D In_E Off_E OS2,In_D In_E Off_E OS2,166,64384.0,1024,18.8859539,6/14/2020 17:04,6/14/2020 10:04,June,10,morning,day,POINT (-119.549239 34.401285)
2020-21,A69-9006-7849,2020-06-14 17:07:00,5004.57,5256.54,1.061,34.401402,-119.549158,4,2.7,,,1.0611,,In_D In_E Off_E Off_F,In_D In_E Off_E Off_F,166,64387.0,1027,18.87529755,6/14/2020 17:07,6/14/2020 10:07,June,10,morning,day,POINT (-119.549158 34.401402)
2020-21,A69-9006-7849,2020-06-14 17:09:00,5000.76,5244.02,1.061,34.401289,-119.5492,4,2.7,,,1.0611,,In_D In_E Off_E Off_F,In_D In_E Off_E Off_F,166,64389.0,1029,18.86517143,6/14/2020 17:09,6/14/2020 10:09,June,10,morning,day,POINT (-119.5492 34.401289)
2020-21,A69-9006-7849,2020-06-14 17:10:00,4995.79,5257.39,1.061,34.401409,-119.549254,16,2.4,,,1.0611,,In_D In_E Off_D Off_E OS2 PB,In_D In_E Off_D Off_E OS2 PB,166,64390.0,1030,18.85585403,6/14/2020 17:10,6/14/2020 10:10,June,10,morning,day,POINT (-119.549254 34.401409)
2020-21,A69-9006-7849,2020-06-14 17:03:00,5003.0,5261.74,1.213,34.401449,-119.549175,3,2.7,,,1.2127,,In_D In_E Off_E OS2,In_D In_E Off_E OS2,166,64383.0,1023,18.75726128,6/14/2020 17:03,6/14/2020 10:03,June,10,morning,day,POINT (-119.549175 34.401449)
2020-21,A69-9006-7849,2020-06-14 17:00:00,5008.46,5242.93,1.364,34.401279,-119.549116,1,5.4,,,1.3643,,In_D Off_E OS2,In_D Off_E OS2,166,64380.0,1020,18.63546944,6/14/2020 17:00,6/14/2020 10:00,June,10,morning,day,POINT (-119.549116 34.401279)
2020-21,A69-9006-7849,2020-06-14 17:21:00,4985.4,5220.34,1.364,34.401075,-119.549367,1,3.0,,,1.3643,,In_D In_E Off_E,In_D In_E Off_E,166,64401.0,1041,18.61746216,6/14/2020 17:21,6/14/2020 10:21,June,10,morning,day,POINT (-119.549367 34.401075)
2020-21,A69-9006-7849,2020-06-14 17:32:00,4990.98,5215.31,1.364,34.40103,-119.549306,3,3.4,,,1.3643,,In_D Off_E OS2 PB,In_D Off_E OS2 PB,166,64412.0,1052,18.67077255,6/14/2020 17:32,6/14/2020 10:32,June,10,morning,day,POINT (-119.549306 34.40103)
2020-21,A69-9006-7849,2020-06-14 17:06:00,4989.56,5241.74,1.516,34.401268,-119.549322,4,2.7,,,1.5159,,In_D In_E Off_E PB,In_D In_E Off_E PB,166,64386.0,1026,18.50025749,6/14/2020 17:06,6/14/2020 10:06,June,10,morning,day,POINT (-119.549322 34.401268)
2020-21,A69-9006-7849,2020-06-14 17:08:00,4995.35,5235.26,1.516,34.40121,-119.549259,16,2.4,,,1.5159,,In_D In_E Off_D Off_E Off_F OS2,In_D In_E Off_D Off_E Off_F OS2,166,64388.0,1028,18.49587059,6/14/2020 17:08,6/14/2020 10:08,June,10,morning,day,POINT (-119.549259 34.40121)
2020-21,A69-9006-7849,2020-06-14 17:13:00,4993.79,5243.81,1.516,34.401287,-119.549276,4,2.7,,,1.5159,,In_D In_E Off_D Off_E,In_D In_E Off_D Off_E,166,64393.0,1033,18.4949894,6/14/2020 17:13,6/14/2020 10:13,June,10,morning,day,POINT (-119.549276 34.401287)
2020-21,A69-9006-7849,2020-06-14 17:15:00,5010.35,5236.85,1.516,34.401224,-119.549095,1,3.2,,,1.5159,,In_D In_E PB,In_D In_E PB,166,64395.0,1035,18.49568558,6/14/2020 17:15,6/14/2020 10:15,June,10,morning,day,POINT (-119.549095 34.401224)
2020-21,A69-9006-7849,2020-06-14 17:16:00,4996.27,5235.01,1.516,34.401208,-119.549249,1,2.9,,,1.5159,,In_D In_E Off_E,In_D In_E Off_E,166,64396.0,1036,18.49625778,6/14/2020 17:16,6/14/2020 10:16,June,10,morning,day,POINT (-119.549249 34.401208)
2020-21,A69-9006-7849,2020-06-14 17:20:00,4992.37,5229.59,1.516,34.401159,-119.549291,7,2.5,,,1.5159,,In_D In_E Off_E Off_F OS2,In_D In_E Off_E Off_F OS2,166,64400.0,1040,18.49597931,6/14/2020 17:20,6/14/2020 10:20,June,10,morning,day,POINT (-119.549291 34.401159)
2020-21,A69-9006-7849,2020-06-14 17:31:00,4979.75,5209.44,1.516,34.400977,-119.549428,8,2.6,,,1.5159,,In_D In_E Off_D Off_E PB,In_D In_E Off_D Off_E PB,166,64411.0,1051,18.46640968,6/14/2020 17:31,6/14/2020 10:31,June,10,morning,day,POINT (-119.549428 34.400977)
2020-21,A69-9006-7849,2020-06-14 17:33:00,4988.04,5201.68,1.516,34.400907,-119.549338,15,2.5,,,1.5159,,In_D In_E Off_D Off_E Off_F OS2,In_D In_E Off_D Off_E Off_F OS2,166,64413.0,1053,18.51464272,6/14/2020 17:33,6/14/2020 10:33,June,10,morning,day,POINT (-119.549338 34.400907)
2020-21,A69-9006-7849,2020-06-14 17:35:00,4982.19,5210.56,1.516,34.400987,-119.549402,16,2.4,,,1.5159,,In_D In_E Off_E Off_F OS2 PB,In_D In_E Off_E Off_F OS2 PB,166,64415.0,1055,18.57489586,6/14/2020 17:35,6/14/2020 10:35,June,10,morning,day,POINT (-119.549402 34.400987)
2020-21,A69-9006-7849,2020-06-14 17:41:00,4998.6,5204.86,1.516,34.400936,-119.549223,8,2.7,,,1.5159,,In_D In_E Off_D Off_E OS2,In_D In_E Off_D Off_E OS2,166,64421.0,1061,18.68653107,6/14/2020 17:41,6/14/2020 10:41,June,10,morning,day,POINT (-119.549223 34.400936)
2020-21,A69-9006-7849,2020-06-14 17:14:00,5000.41,5228.85,1.668,34.401152,-119.549204,3,2.7,,,1.6675,,In_D In_E Off_E OS2,In_D In_E Off_E OS2,166,64394.0,1034,18.36600113,6/14/2020 17:14,6/14/2020 10:14,June,10,morning,day,POINT (-119.549204 34.401152)
2020-21,A69-9006-7849,2020-06-14 17:34:00,4976.14,5208.11,1.668,34.400965,-119.549467,4,2.7,,,1.6675,,In_D In_E Off_E PB,In_D In_E Off_E PB,166,64414.0,1054,18.39290428,6/14/2020 17:34,6/14/2020 10:34,June,10,morning,day,POINT (-119.549467 34.400965)
2020-21,A69-9006-7849,2020-06-14 17:36:00,4983.33,5203.46,1.668,34.400923,-119.549389,3,3.4,,,1.6675,,In_D Off_E OS2 PB,In_D Off_E OS2 PB,166,64416.0,1056,18.48306656,6/14/2020 17:36,6/14/2020 10:36,June,10,morning,day,POINT (-119.549389 34.400923)
2020-21,A69-9006-7849,2020-06-14 17:02:00,5007.76,5242.59,1.819,34.401276,-119.549124,3,2.8,,,1.8191,,In_D In_E OS2 PB,In_D In_E OS2 PB,166,64382.0,1022,18.26171494,6/14/2020 17:02,6/14/2020 10:02,June,10,morning,day,POINT (-119.549124 34.401276)
2020-21,A69-9006-7849,2020-06-14 17:39:00,4984.46,5204.94,1.819,34.400937,-119.549377,3,2.8,,,1.8191,,In_D In_E Off_D Off_E,In_D In_E Off_D Off_E,166,64419.0,1059,18.46145439,6/14/2020 17:39,6/14/2020 10:39,June,10,morning,day,POINT (-119.549377 34.400937)
