datetime,Latitude,Longitude,Vehicle Speed (Kn),C True Heading
2022-07-01 09:45:47.582323,33.7426485,-118.12287466666666,0.0,207.7
2022-07-01 09:45:48.586381,33.7426485,-118.12287466666666,0.0,207.7
2022-07-01 09:45:49.706445,33.74266733333333,-118.12288566666666,0.0,209.3
2022-07-01 09:45:50.708502,33.74266733333333,-118.12288566666666,0.0,209.3
2022-07-01 09:45:51.827566,33.7426825,-118.12289616666666,0.0,208.6
2022-07-01 09:45:52.830624,33.7426825,-118.12289616666666,0.0,208.6
2022-07-01 09:45:53.950688,33.74269866666667,-118.12290583333333,0.0,209.5
2022-07-01 09:45:54.953745,33.74269866666667,-118.12290583333333,0.0,209.5
2022-07-01 09:45:56.071809,33.74273933333333,-118.1229165,0.0,206.2
2022-07-01 09:45:57.074866,33.74273933333333,-118.1229165,0.0,206.2
2022-07-01 09:45:58.194930,33.742772333333335,-118.12292383333333,0.0,201.3
2022-07-01 09:45:59.197988,33.742772333333335,-118.12292383333333,0.0,201.3
2022-07-01 09:46:00.319052,33.7427965,-118.12293516666666,0.0,201.2
2022-07-01 09:46:01.322109,33.7427965,-118.12293516666666,0.0,201.2
2022-07-01 09:46:02.442173,33.742816833333336,-118.12294716666666,0.0,206.1
2022-07-01 09:46:03.444231,33.742816833333336,-118.12294716666666,0.0,206.1
2022-07-01 09:46:04.563295,33.74283916666667,-118.12295783333333,0.0,204.4
2022-07-01 09:46:05.567352,33.74283916666667,-118.12295783333333,0.0,204.4
2022-07-01 09:46:06.686416,33.74286133333333,-118.12296833333333,0.0,205.2
2022-07-01 09:46:07.689474,33.74286133333333,-118.12296833333333,0.0,205.2
2022-07-01 09:46:08.808538,33.74287983333333,-118.1229805,0.0,209.4
2022-07-01 09:46:09.811595,33.74287983333333,-118.1229805,0.0,209.4
2022-07-01 09:46:10.932659,33.74289733333333,-118.12299216666666,0.0,203.2
2022-07-01 09:46:11.934716,33.74289733333333,-118.12299216666666,0.0,203.2
2022-07-01 09:46:13.051780,33.74292716666667,-118.12300933333333,0.0,205.1
2022-07-01 09:46:14.054838,33.74292716666667,-118.12300933333333,0.0,205.1
2022-07-01 09:46:15.172902,33.7429515,-118.12301783333334,0.0,204.4
2022-07-01 09:46:16.175959,33.7429515,-118.12301783333334,0.0,204.4
2022-07-01 09:46:17.299023,33.74298016666667,-118.12302466666667,0.0,201.8
2022-07-01 09:46:18.301080,33.74298016666667,-118.12302466666667,0.0,201.8
2022-07-01 09:46:19.421145,33.743005833333335,-118.12303016666667,0.0,198.1
2022-07-01 09:46:20.423202,33.743005833333335,-118.12303016666667,0.0,198.1
2022-07-01 09:46:21.544266,33.743024166666665,-118.1230375,0.0,195.6
2022-07-01 09:46:22.548323,33.743024166666665,-118.1230375,0.0,195.6
2022-07-01 09:46:23.669388,33.743035166666665,-118.12304616666667,0.0,193.7
2022-07-01 09:46:24.672445,33.743035166666665,-118.12304616666667,0.0,193.7
2022-07-01 09:46:25.792509,33.743046666666665,-118.12306033333333,0.0,193.6
2022-07-01 09:46:26.794566,33.743046666666665,-118.12306033333333,0.0,193.6
2022-07-01 09:46:27.913630,33.74304866666667,-118.12307166666666,0.0,210.4
