datetime,Latitude,Longitude,Vehicle Speed (Kn),C True Heading
2022-07-01 10:24:49.666186,,,,
2022-07-01 10:24:50.726988,,,,
2022-07-01 10:24:51.881390,33.743302,-118.12322333333333,1.0468760385069478,226.4
2022-07-01 10:24:52.895392,33.743302,-118.12322333333333,1.0468760385069478,227.8
2022-07-01 10:24:54.018594,33.7433055,-118.12322133333333,0.43469161482595914,227.2
2022-07-01 10:24:55.032596,33.7433055,-118.12322133333333,0.43469161482595914,227.2
2022-07-01 10:24:56.155798,33.74330883333333,-118.12322,0.27492311652532975,230.3
2022-07-01 10:24:57.169800,33.74330883333333,-118.12322,0.27492311652532975,230.3
2022-07-01 10:24:58.293002,33.74331033333333,-118.123218,0.38880000000000003,230.7
2022-07-01 10:24:59.307003,33.74331033333333,-118.123218,0.38880000000000003,230.7
2022-07-01 10:25:00.430205,33.74331166666666,-118.123215,0.38880000000000003,239.3
2022-07-01 10:25:01.444207,33.74331166666666,-118.123215,0.38880000000000003,239.3
2022-07-01 10:25:02.567409,33.743312,-118.12321083333333,0.19440000000000002,238.4
2022-07-01 10:25:03.581411,33.743312,-118.12321083333333,0.19440000000000002,238.4
2022-07-01 10:25:04.704613,33.74331016666667,-118.12320633333333,0.19440000000000002,233.5
2022-07-01 10:25:05.718615,33.74331016666667,-118.12320633333333,0.19440000000000002,233.5
2022-07-01 10:25:06.841817,33.74331016666667,-118.1232025,0.0,239.6
2022-07-01 10:25:07.855818,33.74331016666667,-118.1232025,0.0,239.6
2022-07-01 10:25:08.979020,33.743308666666664,-118.12320383333333,0.43469161482595914,239.6
2022-07-01 10:25:09.993022,33.743308666666664,-118.12320383333333,0.43469161482595914,239.6
2022-07-01 10:25:11.007024,33.743308666666664,-118.12320383333333,0.43469161482595914,239.6
2022-07-01 10:25:12.021026,33.743308666666664,-118.12320383333333,0.43469161482595914,239.6
2022-07-01 10:25:13.035027,33.743308666666664,-118.12320383333333,0.43469161482595914,239.6
2022-07-01 10:25:14.049029,33.743308666666664,-118.12320383333333,0.43469161482595914,239.6
2022-07-01 10:25:15.063031,33.743308666666664,-118.12320383333333,0.43469161482595914,239.6
2022-07-01 10:25:16.077033,33.743308666666664,-118.12320383333333,0.43469161482595914,239.6
