Date,Time,Chan,Freq (kHz),Type,Code Space,ID,S/N,Data1,Units1,Slope1,Int1,Data2,Units2,Slope2,Int2,Signal (dB),Gain Mode,Gain (dB),Latitude,Longitude,Comment
2022-07-18,11:28:16.637,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,62,Manual,0,10.92353,-85.79436,
2022-07-18,11:28:08.457,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,62,Manual,6,10.92354,-85.79436,
2022-07-18,11:27:52.100,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,66,Manual,0,10.92355,-85.79435,
2022-07-18,11:27:43.921,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,69,Manual,0,10.92355,-85.79435,
2022-07-18,11:27:35.742,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,65,Manual,0,10.92355,-85.79435,
2022-07-18,11:27:27.563,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,67,Manual,0,10.92355,-85.79434,
2022-07-18,11:27:03.027,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,68,Manual,0,10.92357,-85.79433,
2022-07-18,11:26:54.846,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,63,Manual,0,10.92358,-85.79433,
2022-07-18,11:26:46.668,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,66,Manual,0,10.92359,-85.79433,
2022-07-18,11:26:30.310,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,68,Manual,0,10.92362,-85.79430,
2022-07-18,11:26:13.951,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,64,Manual,0,10.92362,-85.79433,
2022-07-18,11:26:05.771,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,63,Manual,0,10.92362,-85.79433,
2022-07-18,11:25:57.598,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,66,Manual,0,10.92363,-85.79434,
2022-07-18,11:25:49.412,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,70,Manual,0,10.92364,-85.79433,
2022-07-18,11:25:41.232,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,65,Manual,0,10.92365,-85.79434,
2022-07-18,11:25:33.054,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,67,Manual,0,10.92365,-85.79434,
2022-07-18,11:25:24.874,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,64,Manual,0,10.92365,-85.79434,
2022-07-18,11:25:16.694,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,72,Manual,0,10.92366,-85.79434,
2022-07-18,11:25:00.333,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,67,Manual,0,10.92369,-85.79434,
2022-07-18,11:24:52.153,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,71,Manual,0,10.92370,-85.79434,
2022-07-18,11:24:43.973,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,76,Manual,0,10.92370,-85.79434,
2022-07-18,11:24:35.794,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,74,Manual,0,10.92371,-85.79434,
2022-07-18,11:24:27.614,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,69,Manual,0,10.92373,-85.79435,
2022-07-18,11:24:11.255,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,77,Manual,0,10.92374,-85.79436,
2022-07-18,11:24:03.074,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,76,Manual,0,10.92375,-85.79436,
2022-07-18,11:23:54.895,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,76,Manual,0,10.92375,-85.79436,
2022-07-18,11:23:38.537,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,80,Manual,0,10.92376,-85.79436,
2022-07-18,11:23:30.357,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,80,Manual,0,10.92376,-85.79437,
2022-07-18,11:23:05.818,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,74,Manual,18,10.92379,-85.79439,
2022-07-18,11:22:49.460,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,82,Manual,18,10.92379,-85.79440,
