Date,Time,Chan,Freq (kHz),Type,Code Space,ID,S/N,Data1,Units1,Slope1,Int1,Data2,Units2,Slope2,Int2,Signal (dB),Gain Mode,Gain (dB),Latitude,Longitude,Comment
2022-07-18,14:26:02.081,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,63,Manual,6,10.92304,-85.79438,
2022-07-18,14:25:53.902,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,64,Manual,6,10.92305,-85.79435,
2022-07-18,14:25:45.721,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,61,Manual,6,10.92306,-85.79434,
2022-07-18,14:25:37.541,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,62,Manual,6,10.92307,-85.79433,
2022-07-18,14:25:29.360,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,62,Manual,6,10.92310,-85.79433,
2022-07-18,14:25:21.179,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,56,Manual,6,10.92311,-85.79431,
2022-07-18,14:25:12.999,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,57,Manual,6,10.92314,-85.79430,
2022-07-18,14:25:04.820,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,61,Manual,6,10.92316,-85.79430,
2022-07-18,14:24:56.639,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,60,Manual,6,10.92318,-85.79427,
2022-07-18,14:24:48.459,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,56,Manual,6,10.92320,-85.79426,
2022-07-18,14:24:40.279,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,57,Manual,6,10.92322,-85.79424,
2022-07-18,14:24:23.921,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,53,Manual,6,10.92325,-85.79423,
2022-07-18,14:24:15.740,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,52,Manual,6,10.92326,-85.79420,
2022-07-18,14:24:07.561,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,58,Manual,6,10.92327,-85.79419,
2022-07-18,14:23:59.381,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,59,Manual,6,10.92328,-85.79417,
2022-07-18,14:23:51.201,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,62,Manual,6,10.92330,-85.79415,
2022-07-18,14:23:43.022,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,62,Manual,6,10.92331,-85.79413,
2022-07-18,14:23:34.842,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,60,Manual,6,10.92332,-85.79411,
2022-07-18,14:23:26.663,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,59,Manual,6,10.92332,-85.79409,
2022-07-18,14:23:18.485,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,53,Manual,6,10.92334,-85.79406,
2022-07-18,14:23:10.306,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,60,Manual,6,10.92336,-85.79403,
2022-07-18,14:23:02.126,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,64,Manual,6,10.92338,-85.79402,
2022-07-18,14:22:53.947,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,61,Manual,6,10.92342,-85.79402,
2022-07-18,14:22:45.768,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,63,Manual,6,10.92343,-85.79401,
2022-07-18,14:22:37.589,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,56,Manual,6,10.92343,-85.79399,
2022-07-18,14:22:29.410,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,58,Manual,6,10.92344,-85.79398,
2022-07-18,14:22:21.231,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,62,Manual,6,10.92343,-85.79395,
2022-07-18,14:22:13.053,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,60,Manual,6,10.92343,-85.79392,
2022-07-18,14:22:04.880,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,59,Manual,6,10.92343,-85.79391,
2022-07-18,14:21:56.696,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,62,Manual,6,10.92343,-85.79388,
2022-07-18,14:18:24.090,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,44,Manual,6,10.92251,-85.79470,
2022-07-18,14:18:15.905,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,46,Manual,6,10.92256,-85.79469,
2022-07-18,14:18:07.725,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,45,Manual,6,10.92260,-85.79469,
2022-07-18,14:17:59.550,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,48,Manual,6,10.92264,-85.79469,
2022-07-18,14:17:51.362,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,48,Manual,6,10.92267,-85.79467,
2022-07-18,14:16:37.737,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,52,Manual,0,10.92290,-85.79454,
2022-07-18,14:16:21.375,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,54,Manual,0,10.92295,-85.79447,
2022-07-18,14:16:13.197,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,50,Manual,0,10.92297,-85.79443,
2022-07-18,14:15:56.836,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,54,Manual,0,10.92301,-85.79439,
2022-07-18,14:15:48.655,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,55,Manual,0,10.92301,-85.79437,
2022-07-18,14:15:40.476,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,55,Manual,0,10.92303,-85.79434,
2022-07-18,14:15:32.299,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,57,Manual,0,10.92304,-85.79431,
2022-07-18,14:15:24.119,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,55,Manual,0,10.92305,-85.79430,
2022-07-18,14:15:15.941,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,57,Manual,0,10.92306,-85.79427,
2022-07-18,14:14:59.582,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,58,Manual,0,10.92309,-85.79420,
2022-07-18,14:14:51.403,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,59,Manual,0,10.92310,-85.79417,
2022-07-18,14:14:43.223,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,56,Manual,0,10.92312,-85.79416,
2022-07-18,14:14:02.326,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,51,Manual,0,10.92321,-85.79409,
2022-07-18,14:13:37.783,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,59,Manual,0,10.92323,-85.79407,
2022-07-18,14:13:29.602,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,59,Manual,0,10.92323,-85.79407,
2022-07-18,14:13:21.419,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,61,Manual,0,10.92324,-85.79407,
2022-07-18,14:13:13.240,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,59,Manual,0,10.92324,-85.79406,
2022-07-18,14:13:05.060,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,64,Manual,0,10.92324,-85.79406,
2022-07-18,14:12:56.880,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,63,Manual,0,10.92324,-85.79406,
2022-07-18,14:12:48.701,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,63,Manual,0,10.92325,-85.79406,
2022-07-18,14:12:40.522,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,62,Manual,0,10.92325,-85.79405,
2022-07-18,14:12:32.344,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,63,Manual,0,10.92325,-85.79404,
2022-07-18,14:12:24.164,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,63,Manual,0,10.92325,-85.79404,
2022-07-18,14:12:15.986,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,64,Manual,0,10.92325,-85.79404,
2022-07-18,14:12:07.806,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,64,Manual,0,10.92326,-85.79404,
2022-07-18,14:11:59.627,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,65,Manual,0,10.92326,-85.79403,
2022-07-18,14:11:51.447,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,67,Manual,0,10.92326,-85.79402,
2022-07-18,14:11:43.269,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,66,Manual,0,10.92326,-85.79402,
2022-07-18,14:11:35.090,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,65,Manual,0,10.92326,-85.79402,
2022-07-18,14:11:26.911,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,66,Manual,0,10.92327,-85.79401,
2022-07-18,14:11:18.733,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,67,Manual,0,10.92327,-85.79399,
2022-07-18,14:11:10.553,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,66,Manual,0,10.92327,-85.79398,
2022-07-18,14:11:02.375,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,66,Manual,0,10.92328,-85.79398,
2022-07-18,14:10:54.197,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,65,Manual,0,10.92328,-85.79398,
2022-07-18,14:10:46.019,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,64,Manual,0,10.92328,-85.79398,
2022-07-18,14:10:37.839,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,61,Manual,0,10.92328,-85.79396,
2022-07-18,14:10:29.660,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,63,Manual,0,10.92329,-85.79396,
2022-07-18,14:10:21.481,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,61,Manual,0,10.92329,-85.79395,
2022-07-18,14:10:13.304,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,59,Manual,0,10.92329,-85.79395,
2022-07-18,14:10:05.125,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,60,Manual,0,10.92329,-85.79395,
2022-07-18,14:09:56.946,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,58,Manual,0,10.92330,-85.79395,
2022-07-18,14:09:48.767,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,56,Manual,0,10.92330,-85.79395,
2022-07-18,14:09:32.410,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,51,Manual,0,10.92331,-85.79395,
2022-07-18,14:09:24.231,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,55,Manual,0,10.92331,-85.79395,
2022-07-18,14:09:16.051,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,56,Manual,0,10.92331,-85.79395,
2022-07-18,14:09:07.871,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,56,Manual,0,10.92332,-85.79395,
2022-07-18,14:08:59.692,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,57,Manual,0,10.92332,-85.79394,
2022-07-18,14:08:51.511,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,59,Manual,0,10.92333,-85.79394,
2022-07-18,14:08:43.332,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,56,Manual,0,10.92333,-85.79394,
2022-07-18,14:08:35.154,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,53,Manual,0,10.92334,-85.79394,
2022-07-18,14:08:26.971,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,52,Manual,0,10.92334,-85.79395,
2022-07-18,14:08:18.792,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,57,Manual,0,10.92335,-85.79394,
2022-07-18,14:08:10.613,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,56,Manual,0,10.92335,-85.79394,
2022-07-18,14:07:54.254,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,55,Manual,0,10.92335,-85.79394,
2022-07-18,14:07:37.894,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,53,Manual,0,10.92335,-85.79392,
2022-07-18,14:07:13.357,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,56,Manual,0,10.92336,-85.79392,
2022-07-18,14:07:05.177,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,52,Manual,0,10.92336,-85.79392,
2022-07-18,14:06:57.000,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,54,Manual,0,10.92336,-85.79392,
2022-07-18,14:06:40.640,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,54,Manual,0,10.92336,-85.79391,
2022-07-18,14:06:32.459,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,54,Manual,0,10.92336,-85.79391,
2022-07-18,14:06:24.282,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,56,Manual,0,10.92336,-85.79391,
2022-07-18,14:06:16.103,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,56,Manual,0,10.92336,-85.79391,
2022-07-18,14:05:59.746,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,54,Manual,0,10.92336,-85.79391,
2022-07-18,14:05:51.568,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,58,Manual,0,10.92336,-85.79391,
2022-07-18,14:05:43.388,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,55,Manual,0,10.92336,-85.79391,
2022-07-18,14:05:35.210,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,58,Manual,0,10.92336,-85.79391,
2022-07-18,14:05:27.031,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,57,Manual,0,10.92336,-85.79391,
2022-07-18,14:05:18.851,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,55,Manual,0,10.92336,-85.79391,
2022-07-18,14:05:10.672,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,53,Manual,0,10.92336,-85.79391,
2022-07-18,14:05:02.491,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,53,Manual,0,10.92336,-85.79391,
2022-07-18,14:04:54.312,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,55,Manual,0,10.92336,-85.79391,
2022-07-18,14:04:46.133,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,55,Manual,0,10.92336,-85.79391,
2022-07-18,14:04:37.953,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,55,Manual,0,10.92337,-85.79391,
2022-07-18,14:04:29.774,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,55,Manual,0,10.92337,-85.79391,
2022-07-18,14:04:21.595,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,57,Manual,0,10.92337,-85.79391,
2022-07-18,14:04:05.237,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,55,Manual,0,10.92337,-85.79391,
2022-07-18,14:03:57.057,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,56,Manual,0,10.92338,-85.79391,
2022-07-18,14:03:48.880,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,56,Manual,0,10.92338,-85.79391,
2022-07-18,14:03:40.699,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,56,Manual,0,10.92338,-85.79391,
2022-07-18,14:03:32.521,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,55,Manual,0,10.92338,-85.79391,
2022-07-18,14:03:24.341,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,55,Manual,0,10.92339,-85.79391,
2022-07-18,14:03:16.162,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,56,Manual,0,10.92339,-85.79389,
2022-07-18,14:03:07.981,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,59,Manual,0,10.92339,-85.79388,
2022-07-18,14:02:59.803,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,60,Manual,0,10.92340,-85.79388,
2022-07-18,14:02:51.624,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,54,Manual,0,10.92340,-85.79388,
2022-07-18,14:02:43.445,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,59,Manual,30,10.92340,-85.79388,
2022-07-18,14:02:35.267,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,55,Manual,30,10.92341,-85.79387,
2022-07-18,14:02:27.087,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,53,Manual,30,10.92341,-85.79385,
2022-07-18,13:59:43.444,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,82,Manual,30,10.92409,-85.79454,
2022-07-18,13:59:35.269,1,69,Coded Pinger,A69-1602,65478,,,,,,,,,,61,Manual,30,10.92403,-85.79458,
