serial_no,line_counter,datetime,code_space,tag_id,sensor_adc,signal_level,noise_level,channel,latitude,longitude,total_dt,dt,delta_tof,delta_distance,total_distance,gps_distance,x,y,relative_tag_bearing,tag_bearing,gps_speed,gps_delta_tof,gps_heading
,,2022-07-15 10:42:13.046893,,,,,,,10.937428333333331,-85.73271633333333,,,,,,0.0,0.0,0.0,,,,0.0015908108905488818,-0.8336153710022104
,,2022-07-15 10:42:23.047993,,,,,,,10.937412833333331,-85.732702,,,,,,2.3225839002013675,1.5648448537873987,-1.723523797643376,,2.307977282587583,,0.0014275917427355681,-0.8940345581179513
,,2022-07-15 10:42:33.051905,,,,,,,10.937398166666666,-85.73269,,,,,,4.406867844595297,2.8749475231081614,-3.35438502556281,,2.2793814136548205,,0.0006781023799847702,-1.555921135692787
,,2022-07-15 10:42:43.066286,,,,,,,10.937387166666667,-85.73268983333334,,,,,,5.396897319373061,2.8931433945185256,-4.577530946237139,,2.134435974580791,,-0.0009483646757773564,2.1686223592744835
,,2022-07-15 10:42:53.068121,,,,,,,10.9373975,-85.732697,,,,,,4.012284892738121,2.1107209669303506,-3.4285150813773297,,2.1226343969639565,,-0.001206844667335284,1.9376050263628926
,,2022-07-15 10:43:03.076753,,,,,,,10.937412833333331,-85.732703,,,,,,2.2502916784286064,1.4556696322699694,-1.723523797643376,,2.2721407593488756,,-0.0005794994107440404,2.803842716450166
,,2022-07-15 10:43:13.081201,,,,,,,10.937416166666669,-85.73271266666667,,,,,,1.4042225387423075,0.40030914741584295,-1.3528735182171152,,1.8584832577768247,,-0.00026718824034211754,2.4686299583730853
,,2022-07-15 10:43:23.101259,,,,,,,10.937419166666666,-85.7327165,,,,,,1.014127707842816,-0.018195871410364134,-1.019288267317023,,1.552946676710176,,0.0006778797331070128,-0.8871475287058664
,,2022-07-15 10:43:33.101282,,,,,,,10.937411333333332,-85.73271,,,,,,2.0038321181790546,0.6914430747032074,-1.8903164231818377,,1.9214607722373738,,-0.00014366651068040799,2.347028985135213
,,2022-07-15 10:45:13.689034,,,,,,,10.937412833333331,-85.7327115,,,,,,1.794079012585659,0.5276802417325877,-1.723523797643376,,1.8678981591466142,,0.0007047977889277388,-0.7371047785099465
,,2022-07-15 10:45:23.701726,,,,,,,10.937406,-85.73270383333333,,,,,,2.8230837844201577,1.364690280773953,-2.4833568696979955,,2.073282079404672,,0.0015766299468457105,-0.5613370666033654
,,2022-07-15 10:45:33.713912,,,,,,,10.937394166666667,-85.73268466666667,,,,,,5.124963506814895,3.4572153762939393,-3.7991653602730975,,2.309105285097809,,0.0012939877367227862,-0.7671641039889059
,,2022-07-15 10:45:43.717576,,,,,,,10.937382333333334,-85.73267216666666,,,,,,7.014185602430163,4.821905658456843,-5.11497385102503,,2.326710056687368,,-0.00015465753114396707,-2.736471825308328
,,2022-07-15 10:45:53.728693,,,,,,,10.937379666666668,-85.7326785,,,,,,6.788385606959971,4.130462582364685,-5.411494074106278,,2.222739960080851,,-0.0016758340638438156,2.288965061783305
,,2022-07-15 10:46:03.729113,,,,,,,10.937396333333334,-85.73269333333333,,,,,,4.341667873748,2.5110301157351445,-3.558242678920116,,2.1853334801446556,,-0.0017088927799394167,2.164553926097841
,,2022-07-15 10:46:13.742651,,,,,,,10.937415,-85.73270616666667,,,,,,1.846684415036452,1.1099480935294146,-1.4826011161135635,,2.213432343035577,,-0.001046950241444285,2.305768316183717
,,2022-07-15 10:46:23.757416,,,,,,,10.9374255,-85.73271583333333,,,,,,0.31813706252779594,0.05458761006423923,-0.31505273699067005,,1.7423580468055795,,0.0002195704868996385,2.670572021560436
,,2022-07-15 10:46:33.768785,,,,,,,10.937428666666667,-85.73272216666666,,,,,,0.6387099734012681,-0.6368554646389682,0.0370650281725064,,-0.058134483572863625,,7.169008536346096e-05,-1.673781739855409
,,2022-07-15 10:46:43.783167,,,,,,,10.9374255,-85.7327225,,,,,,0.7433774980319211,-0.6732472060707454,-0.31505273699067005,,0.43768864595298146,,0.00033018995908769554,-0.8370509641353423
,,2022-07-15 10:46:53.802526,,,,,,,10.937417333333334,-85.732715,,,,,,1.2254548382999566,0.1455669629492067,-1.223145920674329,,1.6892494882400242,,0.0013094869664686036,-0.8259764750512747
,,2022-07-15 10:47:03.818090,,,,,,,10.937403666666668,-85.73270216666667,,,,,,3.137305809344118,1.5466489837659858,-2.742812064783568,,2.0842423619691193,,0.0013894069524371328,-0.7510854551370569
,,2022-07-15 10:47:13.832937,,,,,,,10.937390833333334,-85.73268816666666,,,,,,5.165839959902332,3.0751020988995097,-4.169815639345696,,2.206228048816469,,-0.00011053256149883937,1.5707963267948966
,,2022-07-15 10:47:23.836832,,,,,,,10.937392666666666,-85.73268816666666,,,,,,5.004462420114026,3.0751020988995097,-3.96595798598839,,2.2303402306646505,,-0.0007827544983081552,1.8286985507415014
